record_id,company,job_title,location,salary_usd,years_experience,date_posted,skills
483,  Nimbus Labs  , Data Engineer    ,"New York, NY",124687-150317,3,2026-04-14,"Spark, Power BI, dbt"
484,Aurora Metrics,Machine Learning Engineer,"Austin, TX",129449-157201,-2,2026-03-21,"Pandas, Spark, Python"
485,Pioneer Data Systems,Machine Learning Engineer,"Seattle, WA",138787-173423,2,2026-04-01,"SQL, Pandas, Python"
486,Summit AI Works,Research Scientist,Remote,126569-150509,4,2026-03-20,"Spark, SQL, Pandas"
487,Acme Analytics,Product Analyst,"Chicago, IL",113795-138927,5,2026-03-13,"TensorFlow, dbt, Python"
488,Cobalt Intelligence,Machine Learning Engineer,Remote,108590-138100,1,2026-04-08,"SQL, Tableau, dbt"
489,Summit AI Works,Data Engineer,"Austin, TX",70000_to_90000,1,2026-03-31,"dbt, SQL, AWS"
490,Summit AI Works,Data Engineer,"Chicago, IL",123811-136228,5,null,"Power BI, AWS, Spark"
491,Aurora Metrics,BI Developer,"Seattle, WA",96624-124442,1,2026-03-07,Python dbt Power BI
492,Nimbus Labs,Product Analyst,"Austin, TX",85237-104673,0,2026-04-02,"Tableau, Power BI, SQL"
493,Cobalt Intelligence,Data Analyst,"Boston, MA",118767-143786,5,2026-04-04,"Pandas, TensorFlow, AWS"
494,Summit AI Works,Product Analyst,"Seattle, WA",100324-134550,2,12-01-2026,"Airflow, AWS, Spark"
495,Vertex Insight,Analytics Engineer,Remote,127825-137921,9,2026-02-28,"Spark, TensorFlow, Python"
496,BluePeak Software,Data Engineer,"Seattle, WA",114888-149136,0,2026-03-22,
497,Nimbus Labs,Business Analyst,"Chicago, IL",-5000,0,2026-04-25,"TensorFlow, SQL, Airflow"
498,Summit AI Works,Machine Learning Engineer,"New York, NY",156227-175635,1,2026-03-05,"AWS, Pandas, Airflow"
499,Acme Analytics,Data Analyst,"Boston, MA",123374-144485,6,2026-03-07,"TensorFlow, Tableau, AWS"
500,N/A,Analytics Engineer,"New York, NY",-5000,3,2026-04-03,"SQL, dbt, Power BI"
501,Pioneer Data Systems,Research Scientist,"Austin, TX",140774-159464,8,2026-03-17,"AWS, dbt, Power BI"
502,Pioneer Data Systems,Product Analyst,"Seattle, WA",122572-137716,9,2026-03-21,"Pandas, dbt, Spark"
503,Pioneer Data Systems,Research Scientist,"Boston, MA",140166-165562,7,2026-04-14,"SQL, AWS, Spark"
504,Acme Analytics,BI Developer,"San Francisco, CA",121482-132590,1,2026-03-11,"SQL, Pandas, TensorFlow"
505,BluePeak Software,Analytics Engineer,"Chicago, IL",125635-159377,3,2026-03-19,"dbt, Python, AWS"
506,Aurora Metrics,Data Analyst,"Chicago, IL",116253-128714,8,2026-03-14,"Power BI, Tableau, AWS"
507,Nimbus Labs,Research Scientist,"Austin, TX",137734-157701,5,2026-03-19,"Airflow, Spark, AWS"
508,  Cobalt Intelligence  , Product Analyst    ,"Chicago, IL",106207-128103,7,2026-04-22,Airflow TensorFlow SQL
509,Aurora Metrics,Analytics Engineer,"San Francisco, CA",142771-165841,7,2026-03-16,"dbt, SQL, TensorFlow"
510,Acme Analytics,Research Scientist,Remote,107455-137488,0,2026-04-25,"AWS, Power BI, SQL"
511,  Cobalt Intelligence  , None    ,"Seattle, WA",92227-112933,1,2026-04-20,"Tableau, dbt, Power BI"
512,Vertex Insight,Machine Learning Engineer,"Seattle, WA",170364-189157,10,2026-03-28,"Pandas, AWS, Spark"
513,  Pioneer Data Systems  , Product Analyst    ,"New York, NY",106822-139809,7,2026-04-02,"SQL, Pandas, Airflow"
514,BluePeak Software,Research Scientist,"San Francisco, CA",141451-156242,4,2026-04-16,"dbt, AWS, Pandas"
515,  Aurora Metrics  , BI Developer    ,"Seattle, WA",117776-138468,4,2026-04-06,"SQL, Python, AWS"
516,BluePeak Software,Research Scientist,"San Francisco, CA",160563-188886,3,2026-04-12,"Pandas, Tableau, Spark"
517,Cobalt Intelligence,Data Engineer,"San Francisco, CA",132998-159993,7,2026-04-21,"TensorFlow, Tableau, SQL"
518,Aurora Metrics,Data Analyst,"Seattle, WA",87152-119982,2,2026-04-23,"Python, Tableau, dbt"
519,Cobalt Intelligence,Research Scientist,"Chicago, IL",136700-166091,1,2026-02-27,"Power BI, dbt, TensorFlow"
520,Pioneer Data Systems,Machine Learning Engineer,"Austin, TX",144836-178223,10,2026-02-28,"Python, AWS, dbt"
521,Pioneer Data Systems,Business Analyst,"Seattle, WA",126592-144477,10,2026-04-22,"SQL, Python, AWS"
522,Pioneer Data Systems,Machine Learning Engineer,"Boston, MA",161290-195774,7,2026-04-17,
523,Aurora Metrics,BI Developer,"Chicago, IL",104167-138601,1,2026-03-20,"Airflow, SQL, Power BI"
524,Vertex Insight,Data Engineer,"Chicago, IL",129335-162106,9,2026-04-01,"Python, SQL, Tableau"
525,Acme Analytics,Data Engineer,"Chicago, IL",115431-149356,4,2026-04-13,"Tableau, dbt, Pandas"
526,Pioneer Data Systems,Data Analyst,"Austin, TX",117408-131930,9,2026-03-21,"Spark, Airflow, dbt"
527,Acme Analytics,BI Developer,"Austin, TX",104488-121655,3,2026-04-22,"TensorFlow, AWS, Spark"
528,Pioneer Data Systems,Machine Learning Engineer,"Boston, MA",161641-181940,3,2026-04-24,"TensorFlow, Airflow, Pandas"
6986,Vertex Insight,Analytics Engineer,"New York, NY",151108-184173,8,None,"TensorFlow, Pandas, dbt"
530,Acme Analytics,Machine Learning Engineer,"Boston, MA",eighty-thousand,1,2026-04-17,"dbt, Spark, SQL"
531,Pioneer Data Systems,Research Scientist,"Boston, MA",120382-149349,0,2026-03-23,"Power BI, Spark, Airflow"
532,Pioneer Data Systems,Data Engineer,"New York, NY",149189-183173,9,2026-04-17,"TensorFlow, SQL, AWS"
533,Pioneer Data Systems,Data Analyst,"Austin, TX",None,8,2026-03-20,"SQL, Python, Spark"
534,Nimbus Labs,BI Developer,"Austin, TX",96501-113209,5,2026-03-30,"AWS, Pandas, Spark"
535,Aurora Metrics,Analytics Engineer,"Seattle, WA",113997-148640,2,2026-04-16,"AWS, Airflow, Pandas"
536,Pioneer Data Systems,Business Analyst,"New York, NY",115381-140194,nan,2026-03-09,"Power BI, Spark, Pandas"
6136,  Nimbus Labs  , BI Developer    ,"Austin, TX",109724-123955,4,2026-03-31,"Python, Tableau, Spark"
538,Acme Analytics,Product Analyst,"Chicago, IL",110456-127729,-2,2026-03-07,"Power BI, dbt, Tableau"
539,Aurora Metrics,BI Developer,"Seattle, WA",123913-136520,9,2026-04-22,"Tableau, dbt, TensorFlow"
540,Cobalt Intelligence,Business Analyst,"Boston, MA",134259-161050,,2026-03-20,"TensorFlow, dbt, Spark"
541,Nimbus Labs,BI Developer,Remote,eighty-thousand,3,2026-03-20,"Power BI, Pandas, Tableau"
542,Pioneer Data Systems,Data Engineer,"Boston, MA",115785-127139,3,2026-03-27,"TensorFlow, Spark, Power BI"
543,Vertex Insight,Data Engineer,"New York, NY",154324-167078,5,2026-03-12,"AWS, Power BI, Spark"
544,  Cobalt Intelligence  , Data Analyst    ,"San Francisco, CA",94586-128915,0,2026-03-23,"Power BI, Airflow, Python"
545,Acme Analytics,Data Analyst,"Chicago, IL",NA,7,2026-03-13,"Tableau, AWS, Airflow"
546,Vertex Insight,Machine Learning Engineer,Remote,165991-194455,10,2026-03-01,"Pandas, Python, TensorFlow"
547,Nimbus Labs,Analytics Engineer,"New York, NY",154979-167484,9,2026-04-24,"Pandas, Spark, Python"
548,Pioneer Data Systems,BI Developer,"Austin, TX",116662-131387,9,2026-02-28,"Power BI, TensorFlow, dbt"
549,Nimbus Labs,Data Analyst,"New York, NY",80587-109398,0,2026-03-22,"Airflow, SQL, Tableau"
550,Nimbus Labs,Product Analyst,"Austin, TX",113600-147133,5,2026-04-11,"TensorFlow, Spark, AWS"
551,Summit AI Works,Business Analyst,"Boston, MA",118713-135886,10,2026-04-05,"TensorFlow, Airflow, Power BI"
552,Cobalt Intelligence,Data Engineer,"Chicago, IL",131851-158624,6,2026-03-12,Tableau SQL Python
553,Pioneer Data Systems,Product Analyst,"San Francisco, CA",110737-131244,3,2026-04-13,"Pandas, Power BI, dbt"
554,Aurora Metrics,Product Analyst,"Seattle, WA",116438-142734,7,2026-04-27,"dbt, Tableau, Spark"
555,Pioneer Data Systems,Data Engineer,"San Francisco, CA",155258-165837,5,2026-03-18,"TensorFlow, AWS, Python"
556,Pioneer Data Systems,Data Analyst,"San Francisco, CA",132647-149456,5,2026-04-11,"TensorFlow, AWS, Python"
557,Summit AI Works,Analytics Engineer,Remote,100384-116307,1,2026-04-22,"Power BI, AWS, SQL"
558,Vertex Insight,Machine Learning Engineer,"Austin, TX",155276-167094,8,2026-03-22,dbt Airflow TensorFlow
559,BluePeak Software,Data Engineer,"Chicago, IL",135694-157859,4,2026-03-28,"Pandas, TensorFlow, Spark"
560,Pioneer Data Systems,BI Developer,"Boston, MA",103084-126005,6,2026-04-27,"Python, dbt, AWS"
561,BluePeak Software,Product Analyst,"Seattle, WA",110270-133397,6,2026-04-20,"TensorFlow, Python, Spark"
562,Aurora Metrics,Analytics Engineer,"New York, NY",143623-156798,7,2026-02-27,"TensorFlow, Python, dbt"
563,,Data Analyst,"San Francisco, CA",135097-161926,8,2026-04-20,"SQL, TensorFlow, Spark"
564,Acme Analytics,Business Analyst,"New York, NY",121767-146388,9,2026-03-17,Tableau AWS Python
565,Pioneer Data Systems,Data Analyst,Remote,108284-130326,6,2026-04-01,"AWS, SQL, Spark"
566,Cobalt Intelligence,Business Analyst,"Boston, MA",117975-130116,7,2026-03-12,"Airflow, dbt, Spark"
567,Summit AI Works,Machine Learning Engineer,"Austin, TX",141581-165771,3,2026-03-31,"TensorFlow, AWS, Airflow"
568,Acme Analytics,Product Analyst,"Boston, MA",98037-123918,fifteen,2026-03-21,"SQL, Tableau, TensorFlow"
569,Acme Analytics,Machine Learning Engineer,"San Francisco, CA",158774-186184,5,2026-03-03,"Spark, Python, dbt"
570,BluePeak Software,Machine Learning Engineer,"New York, NY",163351-188761,10,2026-03-14,"Pandas, AWS, Python"
571,Cobalt Intelligence,Data Engineer,"Austin, TX",130690-144566,7,2026-03-11,"Tableau, SQL, Python"
572,BluePeak Software,Analytics Engineer,"Boston, MA",113551-146207,1,2026-03-28,"Spark, AWS, SQL"
573,Summit AI Works,Data Analyst,"New York, NY",107518-127133,5,2026-03-18,"TensorFlow, Spark, Airflow"
574,  BluePeak Software  , Data Analyst    ,nan,126754-161572,10,2026-03-18,"dbt, Python, TensorFlow"
575,  Pioneer Data Systems  , Research Scientist    ,"San Francisco, CA",169493-204179,3,2026-04-10,"Pandas, Airflow, TensorFlow"
576,Summit AI Works,Data Engineer,"San Francisco, CA",150103-184666,6,2026-04-25,"Power BI, SQL, dbt"
577,Acme Analytics,Business Analyst,Remote,98779-125792,3,2026-04-19,"AWS, Pandas, Airflow"
578,Pioneer Data Systems,Business Analyst,"Seattle, WA",97420-113532,5,2026-03-30,"Spark, TensorFlow, Pandas"
579,Aurora Metrics,Machine Learning Engineer,"Austin, TX",70000_to_90000,3,2026-03-05,"Pandas, dbt, Spark"
580,Aurora Metrics,BI Developer,"Chicago, IL",116184-137838,4,2026-03-25,"Python, Airflow, dbt"
581,Aurora Metrics,Data Engineer,"Boston, MA",146011-165044,4,2026/12/01,"TensorFlow, Spark, Airflow"
582,Aurora Metrics,Product Analyst,"San Francisco, CA",115902-142560,8,2026-04-05,"Tableau, TensorFlow, Python"
583,Pioneer Data Systems,Data Analyst,"Chicago, IL",90841-117043,0,2026-04-25,"Pandas, dbt, Spark"
584,Pioneer Data Systems,Data Engineer,"Boston, MA",149095-162733,9,2026-04-11,"Python, TensorFlow, Spark"
585,BluePeak Software,Research Scientist,"Boston, MA",133537-153158,3,2026-04-21,Tableau AWS Spark
586,BluePeak Software,BI Developer,"San Francisco, CA",149218-183870,8,2026-03-01,"Python, TensorFlow, Power BI"
587,Aurora Metrics,Business Analyst,"Chicago, IL",107423-117814,8,2026-04-13,"Tableau, SQL, Python"
588,Nimbus Labs,Business Analyst,N/A,117393-146544,4,2026-03-29,"Airflow, Power BI, AWS"
589,Pioneer Data Systems,Machine Learning Engineer,"Chicago, IL",155590-176820,9,2026-03-18,SQL Spark dbt
590,Pioneer Data Systems,Product Analyst,"Seattle, WA",105171-132651,3,2026-04-06,"Airflow, SQL, Python"
591,  Nimbus Labs  , N/A    ,"Seattle, WA",83414-102290,0,2026-04-15,"Python, Power BI, Tableau"
592,Aurora Metrics,Analytics Engineer,"Boston, MA",134429-150057,8,2026-03-07,"AWS, Spark, dbt"
593,Acme Analytics,Research Scientist,"Boston, MA",134430-151004,fifteen,2026-03-04,"TensorFlow, dbt, Airflow"
594,Aurora Metrics,Product Analyst,"Austin, TX",115551-132496,9,2026-04-27,"dbt, TensorFlow, Pandas"
595,BluePeak Software,Product Analyst,"Boston, MA",121835-137627,6,2026-03-26,"dbt, Airflow, SQL"
596,Acme Analytics,Data Analyst,"Chicago, IL",118464-138999,10,2026-04-15,"Pandas, TensorFlow, Tableau"
597,Vertex Insight,Data Engineer,"Boston, MA",-5000,5,2026-03-25,"dbt, Spark, TensorFlow"
598,Acme Analytics,BI Developer,"San Francisco, CA",131879-165102,4,2026-13-40,"dbt, Airflow, AWS"
599,BluePeak Software,Product Analyst,"Seattle, WA",119111-131388,7,2026-03-06,SQL dbt Airflow
600,Aurora Metrics,BI Developer,"San Francisco, CA",123130-134242,6,2026-04-27,"TensorFlow, Tableau, Airflow"
601,Nimbus Labs,Business Analyst,"Austin, TX",102665-132735,7,2026-04-25,"Pandas, TensorFlow, Power BI"
602,Pioneer Data Systems,Business Analyst,"New York, NY",115381-140194,nan,2026-03-09,"Power BI, Spark, Pandas"
3895,Aurora Metrics,Product Analyst,"San Francisco, CA",131178-164606,8,2026-04-23,"Tableau, Airflow, Power BI"
604,BluePeak Software,Business Analyst,"San Francisco, CA",120486-153886,7,2026-04-04,"Spark, dbt, TensorFlow"
605,Aurora Metrics,Research Scientist,Remote,117643-143809,0,2026-03-21,"Airflow, SQL, TensorFlow"
606,Nimbus Labs,BI Developer,"Austin, TX",118873-137466,7,2026-03-07,"dbt, AWS, Spark"
607,Summit AI Works,Analytics Engineer,"Chicago, IL",104466-115398,2,12-01-2026,"Python, TensorFlow, SQL"
608,Summit AI Works,BI Developer,"New York, NY",100057-132741,1,2026-03-14,"AWS, Tableau, Spark"
609,Aurora Metrics,Analytics Engineer,"Austin, TX",124350-156942,120,2026-04-07,"Python, dbt, AWS"
610,Summit AI Works,Machine Learning Engineer,"Chicago, IL",155267-170203,5,2026-04-08,"Airflow, SQL, Pandas"
611,Acme Analytics,Analytics Engineer,"New York, NY",124023-144164,6,2026-03-02,"AWS, Airflow, Tableau"
612,Cobalt Intelligence,Product Analyst,Remote,95154-114451,5,2026-04-26,"Python, Airflow, Pandas"
613,Vertex Insight,BI Developer,"Seattle, WA",151380-170004,9,2026-03-31,"SQL, Spark, Airflow"
614,N/A,Analytics Engineer,"Seattle, WA",95212-113794,2,2026-04-06,"SQL, Pandas, Python"
615,Aurora Metrics,Machine Learning Engineer,"Seattle, WA",161823-185067,10,nan,"Spark, Pandas, dbt"
616,nan,Product Analyst,"New York, NY",119754-131859,4,yesterday,"dbt, Spark, SQL"
617,Pioneer Data Systems,Data Engineer,"Austin, TX",137744-157433,7,2026-04-01,"AWS, Tableau, Airflow"
618,Summit AI Works,Business Analyst,"New York, NY",100173-124740,6,2026-03-25,"Airflow, Spark, Power BI"
619,BluePeak Software,Data Engineer,"San Francisco, CA",166249-179867,9,2026-04-22,"TensorFlow, Tableau, SQL"
620,null,Analytics Engineer,"New York, NY",120000-90000,3,2026-04-03,"SQL, dbt, Power BI"
621,Acme Analytics,BI Developer,"Seattle, WA",92199-110163,0,2026-03-06,"Pandas, Tableau, SQL"
622,Pioneer Data Systems,Analytics Engineer,Remote,eighty-thousand,0,2026-03-24,"dbt, Python, Spark"
623,Summit AI Works,Product Analyst,"Chicago, IL",109509-122141,2,2026-04-05,"Tableau, TensorFlow, Airflow"
624,  BluePeak Software  , BI Developer    ,"New York, NY",131801-148444,10,2026-04-25,"Pandas, Python, SQL"
625,Pioneer Data Systems,Data Engineer,"Boston, MA",131151-144118,5,2026-03-02,"Tableau, SQL, Pandas"
626,Acme Analytics,BI Developer,"Seattle, WA",106690-117763,120,2026-03-31,"Tableau, Python, SQL"
627,Acme Analytics,Business Analyst,"Boston, MA",104113-122016,3,2026-04-07,"TensorFlow, Pandas, Power BI"
628,Vertex Insight,BI Developer,"Austin, TX",114686-139500,6,2026-03-12,Pandas Python Spark
629,Vertex Insight,Research Scientist,"Chicago, IL",130828-160783,7,2026-03-22,"SQL, Tableau, Spark"
630,Acme Analytics,Data Engineer,"Seattle, WA",117892-143678,1,2026-04-14,dbt AWS Tableau
631,Vertex Insight,Research Scientist,"Boston, MA",174179-206082,9,2026-04-11,"AWS, dbt, Spark"
632,Aurora Metrics,Data Analyst,Remote,110435-132359,6,nan,"dbt, Python, Power BI"
7606,Pioneer Data Systems,Product Analyst,"Seattle, WA",133531-162301,9,2026-03-19,"Spark, AWS, Tableau"
634,Acme Analytics,Business Analyst,"Seattle, WA",113872-130287,7,2026-04-02,"TensorFlow, Tableau, SQL"
635,Aurora Metrics,Product Analyst,"Austin, TX",92472-110746,5,2026-04-04,"Power BI, Tableau, dbt"
636,Acme Analytics,Research Scientist,"Seattle, WA",135734-170474,2,2026-03-10,"TensorFlow, Power BI, SQL"
637,Acme Analytics,Data Engineer,"Seattle, WA",138074-170328,5,2026-03-09,"Spark, Tableau, dbt"
638,Cobalt Intelligence,Data Engineer,"Chicago, IL",120836-145057,2,2026-04-13,"Python, SQL, dbt"
2797,Nimbus Labs,Research Scientist,"Austin, TX",133438-151425,6,2026-03-08,"TensorFlow, Airflow, Tableau"
640,BluePeak Software,Data Analyst,"Austin, TX",102332-128708,4,2026-03-13,"Pandas, AWS, Airflow"
641,Cobalt Intelligence,Business Analyst,"San Francisco, CA",103009-116928,0,2026-04-01,"dbt, Power BI, TensorFlow"
642,Acme Analytics,Analytics Engineer,"Seattle, WA",124333-141985,6,2026-03-12,"Python, Spark, Airflow"
643,Acme Analytics,Research Scientist,"Austin, TX",115052-140507,6,2026-04-11,"Tableau, Power BI, TensorFlow"
644,Summit AI Works,Data Analyst,"New York, NY",125827-143459,9,2026-03-14,"Pandas, Spark, Airflow"
645,Aurora Metrics,Data Analyst,"New York, NY",98486-123501,4,2026-03-19,"Tableau, Pandas, Airflow"
646,Pioneer Data Systems,Research Scientist,"Austin, TX",154725-182064,8,2026-04-23,"Pandas, AWS, Airflow"
647,Nimbus Labs,Product Analyst,"Boston, MA",95655-116000,1,2026-04-15,"AWS, Pandas, Tableau"
648,Pioneer Data Systems,Research Scientist,"Chicago, IL",126516-138828,4,2026-02-27,"AWS, Python, SQL"
649,Aurora Metrics,Product Analyst,"Chicago, IL",75481-102287,2,2026-03-19,Power BI SQL AWS
650,  Cobalt Intelligence  , Product Analyst    ,"Seattle, WA",106597-127599,4,2026-04-22,"Spark, Tableau, Pandas"
651,Vertex Insight,Business Analyst,"New York, NY",99375-130075,2,2026-04-07,"Power BI, Tableau, TensorFlow"
652,Acme Analytics,Research Scientist,"Austin, TX",103649-123368,1,2026-04-02,"SQL, TensorFlow, dbt"
4850,Aurora Metrics,Research Scientist,Remote,157955-172188,9,2026-04-08,"TensorFlow, Spark, dbt"
654,Acme Analytics,Analytics Engineer,"Seattle, WA",135139-151152,8,2026-03-09,"TensorFlow, Power BI, SQL"
655,Vertex Insight,BI Developer,"Austin, TX",100822-119736,1,2026-03-02,"TensorFlow, dbt, AWS"
656,BluePeak Software,Research Scientist,"Boston, MA",143399-167010,8,2026-04-13,"SQL, Spark, TensorFlow"
657,Cobalt Intelligence,Product Analyst,"Austin, TX",79725-113952,1,2026-03-11,"SQL, Python, Pandas"
658,Summit AI Works,BI Developer,Remote,105882-119635,4,2026-03-24,"Python, Spark, dbt"
659,Vertex Insight,Machine Learning Engineer,"Seattle, WA",169118-183524,6,2026-03-21,"SQL, Power BI, AWS"
660,Summit AI Works,NA,"Austin, TX",120282-147249,2,2026-04-11,"AWS, dbt, Pandas"
661,Nimbus Labs,Product Analyst,"Boston, MA",91471-122099,7,2026-04-17,"Pandas, dbt, Python"
662,Aurora Metrics,BI Developer,"San Francisco, CA",eighty-thousand,1,2026-03-02,"Spark, Airflow, TensorFlow"
663,Pioneer Data Systems,Product Analyst,"Seattle, WA",121333-134893,10,2026-04-15,"Tableau, Power BI, TensorFlow"
664,BluePeak Software,Business Analyst,"San Francisco, CA",90827-103386,120,2026-03-04,"Power BI, Airflow, Python"
665,Cobalt Intelligence,Business Analyst,"Seattle, WA",94632-126037,2,2026-04-13,"Power BI, Python, Spark"
666,Pioneer Data Systems,Data Analyst,"Austin, TX",87877-102505,1,2026-04-25,"Airflow, Python, dbt"
7847,  Vertex Insight  , Data Engineer    ,"Seattle, WA",134908-152505,8,2026-03-07,"Python, SQL, TensorFlow"
668,Aurora Metrics,BI Developer,"Austin, TX",126382-156683,9,2026-04-22,"Pandas, Tableau, SQL"
669,  Vertex Insight  , Data Engineer    ,"Chicago, IL",140157-155584,9,2026-03-29,"AWS, Pandas, TensorFlow"
670,Acme Analytics,Product Analyst,Remote,123699-154303,10,2026-03-19,"SQL, Airflow, Spark"
671,Cobalt Intelligence,Analytics Engineer,"Seattle, WA",125552-136036,8,2026-03-11,"Spark, Power BI, Pandas"
672,Pioneer Data Systems,Data Engineer,"Boston, MA",120143-148951,fifteen,2026-04-03,"Pandas, Python, Spark"
673,BluePeak Software,Data Analyst,Remote,82469-111035,4,2026-04-04,"Airflow, Tableau, SQL"
674,Acme Analytics,Product Analyst,"Austin, TX",93947-115281,5,2026-03-21,"Python, TensorFlow, AWS"
675,Vertex Insight,BI Developer,"Boston, MA",126830-144904,9,2026-03-17,"AWS, Power BI, Spark"
676,Pioneer Data Systems,Product Analyst,"Seattle, WA",nan,10,2026-03-14,"Tableau, Pandas, AWS"
677,Summit AI Works,Data Engineer,Remote,136378-163637,7,2026-03-17,"SQL, Power BI, Pandas"
678,Summit AI Works,Data Analyst,"New York, NY",113354-133716,7,2026-04-09,"dbt, SQL, Spark"
7005,Vertex Insight,Machine Learning Engineer,"Seattle, WA",146129-160839,8,2026-03-24,"Tableau, TensorFlow, SQL"
680,Vertex Insight,Product Analyst,"Boston, MA",130798-164239,8,2026-03-01,"Airflow, Tableau, SQL"
1674,Acme Analytics,Machine Learning Engineer,"New York, NY",164309-186122,7,2026-04-07,"Pandas, Python, Tableau"
682,Vertex Insight,Machine Learning Engineer,"Chicago, IL",138726-170200,1,2026-04-23,"Spark, TensorFlow, Power BI"
683,Summit AI Works,BI Developer,"Austin, TX",110473-128781,5,2026-03-17,dbt Airflow Spark
684,Pioneer Data Systems,Business Analyst,"Chicago, IL",84911-98756,2,2026-03-23,"AWS, Python, Tableau"
1,Summit AI Works,None,"New York, NY",93653-110265,2,2026-03-03,"TensorFlow, SQL, AWS"
686,BluePeak Software,Machine Learning Engineer,"Chicago, IL",136993-150591,5,2026-04-07,"Pandas, Power BI, dbt"
687,Nimbus Labs,Data Engineer,"Austin, TX",121725-138009,3,2026-03-14,"dbt, Pandas, AWS"
688,Nimbus Labs,Product Analyst,"Chicago, IL",94024-105569,5,2026-04-23,"dbt, TensorFlow, SQL"
689,Summit AI Works,Research Scientist,"Boston, MA",139626-155570,120,2026-03-13,"Python, Airflow, Pandas"
690,BluePeak Software,Data Analyst,Remote,96254-125854,5,2026-04-25,"Power BI, TensorFlow, SQL"
691,Vertex Insight,Machine Learning Engineer,"New York, NY",152901-181255,9,2026-03-09,"Python, AWS, Tableau"
692,Summit AI Works,Machine Learning Engineer,"New York, NY",158398-190345,3,2026-03-08,"Power BI, Tableau, dbt"
693,Cobalt Intelligence,Analytics Engineer,"Boston, MA",131695-149554,5,nan,"Spark, Pandas, Power BI"
694,Acme Analytics,Data Analyst,"New York, NY",122691-150550,7,2026-03-14,"SQL, TensorFlow, dbt"
695,Acme Analytics,Data Engineer,"Chicago, IL",null,4,2026-04-13,"Tableau, dbt, Pandas"
696,Nimbus Labs,Data Engineer,"San Francisco, CA",119921-149336,0,2026-04-17,"Spark, Power BI, Tableau"
697,  Summit AI Works  , BI Developer    ,"Austin, TX",113216-130226,5,2026-04-23,"Spark, TensorFlow, Airflow"
698,Summit AI Works,BI Developer,"Seattle, WA",110606-135484,4,2026-04-17,Airflow Python dbt
699,Pioneer Data Systems,Business Analyst,"Chicago, IL",70987-82802,1,2026-04-17,"Pandas, dbt, Spark"
700,BluePeak Software,Data Analyst,"New York, NY",130130-162648,8,2026-04-22,"AWS, Tableau, Power BI"
701,BluePeak Software,Analytics Engineer,"Boston, MA",138883-155380,9,2026-03-12,"Pandas, dbt, Tableau"
702,Aurora Metrics,Machine Learning Engineer,Remote,130890-162730,0,2026-04-15,"Airflow, dbt, Pandas"
703,Acme Analytics,Data Analyst,"Chicago, IL",83421-116897,0,2026-04-01,"Python, Spark, SQL"
704,Cobalt Intelligence,Business Analyst,"Boston, MA",83606-110104,1,2026-03-07,"AWS, Python, Tableau"
705,BluePeak Software,Machine Learning Engineer,"San Francisco, CA",182668-202954,120,2026-03-22,"Tableau, Python, AWS"
706,BluePeak Software,Research Scientist,"Chicago, IL",138143-155487,9,2026-03-22,"Tableau, dbt, SQL"
707,Cobalt Intelligence,Analytics Engineer,"San Francisco, CA",120033-149488,5,2026-03-12,"TensorFlow, Tableau, Python"
708,Summit AI Works,Data Engineer,"Austin, TX",113422-131827,6,2026-04-18,"dbt, Pandas, SQL"
709,Summit AI Works,Machine Learning Engineer,N/A,129144-156260,6,2026-03-25,"SQL, TensorFlow, Airflow"
710,Aurora Metrics,Analytics Engineer,null,117348-133086,4,2026-03-23,"AWS, SQL, Power BI"
711,Cobalt Intelligence,Product Analyst,"San Francisco, CA",144790-162613,10,2026-03-27,"Tableau, Power BI, TensorFlow"
712,Pioneer Data Systems,Product Analyst,"San Francisco, CA",110903-134140,1,2026-04-27,"Spark, Python, Tableau"
713,Pioneer Data Systems,Business Analyst,"Chicago, IL",111743-136838,10,2026-04-15,None
714,Cobalt Intelligence,Product Analyst,"Austin, TX",90573-117430,9,2026-03-03,"Power BI, Tableau, SQL"
715,Acme Analytics,Data Engineer,"Boston, MA",111589-124981,120,2026-03-04,"Tableau, Python, TensorFlow"
716,BluePeak Software,NA,"Chicago, IL",94027-106551,5,2026-02-27,"Tableau, Power BI, Spark"
717,Acme Analytics,BI Developer,"San Francisco, CA",148151-166072,10,2026-04-28,"Python, Airflow, Tableau"
718,Pioneer Data Systems,Business Analyst,"Seattle, WA",118139-148533,fifteen,2026-03-28,"Pandas, AWS, Python"
719,BluePeak Software,Machine Learning Engineer,"San Francisco, CA",145530-170435,1,2026-04-03,"Tableau, Power BI, SQL"
720,Summit AI Works,Data Engineer,"San Francisco, CA",150103-184666,6,2026-04-25,"Power BI, SQL, dbt"
721,BluePeak Software,Analytics Engineer,Remote,111449-123833,NA,2026-04-18,"Python, Pandas, Power BI"
722,Acme Analytics,Business Analyst,"New York, NY",108706-126849,9,2026-04-08,"Pandas, AWS, Python"
723,Summit AI Works,Analytics Engineer,"Seattle, WA",120000-90000,2,2026-03-22,"Airflow, Python, TensorFlow"
3942,Cobalt Intelligence,Data Analyst,"New York, NY",95417-110106,1,2026-03-03,"Airflow, Power BI, Spark"
725,Nimbus Labs,Data Engineer,"New York, NY",159192-186680,10,2026-04-04,"Python, Airflow, SQL"
726,Aurora Metrics,Product Analyst,"Boston, MA",99349-112010,4,2026-03-17,"AWS, dbt, Spark"
