record_id,company,job_title,location,salary_usd,years_experience,date_posted,skills
1092,Pioneer Data Systems,Data Analyst,"Chicago, Il",97157-107795,2,2026-04-16,"AWS, Tableau, Pandas"
1093,Acme Analytics,Machine Learning Engineer,"Chicago, Il",154625-170944,9,2026-03-03,"TensorFlow, Tableau, SQL"
1094,Vertex Insight,Analytics Engineer,"Boston, Ma",113858-146075,4,2026-04-01,"SQL, Pandas, Power BI"
1095,Bluepeak Software,Research Scientist,"New York, Ny",133903-145052,4,2026-04-19,"Python, Airflow, SQL"
1096,Nimbus Labs,Analytics Engineer,"Austin, Tx",126598-137724,4,2026-04-07,"Airflow, Spark, Python"
1097,Summit Ai Works,Product Analyst,"San Francisco, Ca",87780-119340,1,2026-04-28,"SQL, Python, Tableau"
1098,Cobalt Intelligence,Business Analyst,"Boston, Ma",91146-122203,1,2026-03-06,Airflow dbt Spark
1099,Pioneer Data Systems,Machine Learning Engineer,"Chicago, Il",151375-180700,5,2026-04-23,"TensorFlow, Airflow, Pandas"
1100,Bluepeak Software,Bi Developer,"Austin, Tx",106892-134337,2,2026-03-20,"Spark, AWS, Airflow"
1101,Acme Analytics,Bi Developer,"New York, Ny",122304-143019,10,2026-03-15,"AWS, Tableau, Power BI"
1102,Vertex Insight,Product Analyst,"San Francisco, Ca",118763-152112,6,2026-04-03,"dbt, TensorFlow, SQL"
1104,Aurora Metrics,Product Analyst,"Boston, Ma",104775-124743,6,2026-03-28,"Power BI, Python, TensorFlow"
1105,Nimbus Labs,Data Analyst,Remote,109399-120826,7,2026-04-06,"Tableau, Airflow, Python"
1106,Cobalt Intelligence,Analytics Engineer,"Boston, Ma",148059-172057,5,2026-03-17,"Spark, TensorFlow, dbt"
1108,Aurora Metrics,Machine Learning Engineer,Remote,132903-144797,4,2026-04-25,"Spark, AWS, Airflow"
1109,Summit Ai Works,Business Analyst,"Chicago, Il",110637-130070,7,2026-03-21,"AWS, dbt, Airflow"
1111,Acme Analytics,Machine Learning Engineer,"Chicago, Il",136220-154424,2,2026-04-06,"Spark, dbt, TensorFlow"
1112,Nimbus Labs,Machine Learning Engineer,"Chicago, Il",164993-190314,9,2026-04-16,"Airflow, Tableau, Spark"
1113,Acme Analytics,Data Analyst,"New York, Ny",120839-155726,4,2026-03-29,"Python, TensorFlow, Airflow"
1114,Aurora Metrics,Business Analyst,"Seattle, Wa",97254-109539,1,2026-04-11,"Python, Tableau, TensorFlow"
1115,Vertex Insight,Data Engineer,Remote,139498-155989,4,2026-03-29,"dbt, AWS, TensorFlow"
1116,Vertex Insight,Machine Learning Engineer,"Chicago, Il",130137-143986,6,2026-03-23,"Tableau, SQL, Power BI"
1117,Vertex Insight,Analytics Engineer,"New York, Ny",146841-170954,8,2026-04-21,"Python, Power BI, TensorFlow"
1119,Nimbus Labs,Business Analyst,"Austin, Tx",74211-84609,3,2026-03-31,"Tableau, dbt, SQL"
1120,Nimbus Labs,Data Analyst,"Boston, Ma",95797-122137,6,2026-04-03,"Spark, SQL, dbt"
1121,Cobalt Intelligence,Data Engineer,"Chicago, Il",110349-128394,2,2026-03-25,"Tableau, AWS, SQL"
1122,Acme Analytics,Bi Developer,Remote,105419-132666,3,2026-03-18,"Spark, Python, Airflow"
1123,Bluepeak Software,Business Analyst,"Chicago, Il",93128-117550,3,2026-04-19,"TensorFlow, Tableau, Spark"
1124,Acme Analytics,Research Scientist,"Chicago, Il",155087-179789,9,2026-04-22,"TensorFlow, dbt, AWS"
1125,Bluepeak Software,Data Analyst,"Austin, Tx",86981-98637,5,2026-04-10,"Tableau, Python, TensorFlow"
1126,Vertex Insight,Analytics Engineer,"Chicago, Il",100416-117906,4,2026-03-01,"Pandas, Python, Spark"
1127,Acme Analytics,Research Scientist,"San Francisco, Ca",155823-187105,4,2026-04-22,"Airflow, SQL, Spark"
1128,Nimbus Labs,Product Analyst,"Seattle, Wa",111857-136513,5,2026-03-23,"Spark, AWS, SQL"
1130,Nimbus Labs,Data Engineer,"Chicago, Il",123589-148268,3,2026-04-11,Pandas Python Airflow
1131,Bluepeak Software,Data Engineer,"Seattle, Wa",137495-164666,10,2026-04-24,"SQL, Power BI, Tableau"
1132,Vertex Insight,Business Analyst,Remote,89019-100756,6,2026-04-18,"Power BI, AWS, Pandas"
1321,Nimbus Labs,Data Engineer,"Austin, Tx",107466-125789,3,2026-03-24,"Power BI, AWS, Pandas"
1134,Aurora Metrics,Research Scientist,"Boston, Ma",133470-163678,8,2026-03-12,"dbt, Power BI, Tableau"
1136,Bluepeak Software,Machine Learning Engineer,"Austin, Tx",133775-165777,2,2026-03-12,"Python, dbt, SQL"
1137,Summit Ai Works,Data Engineer,"Chicago, Il",110496-121516,5,2026-04-14,"Tableau, TensorFlow, SQL"
1138,Aurora Metrics,Data Engineer,"Boston, Ma",137354-156260,7,2026-04-05,"Tableau, TensorFlow, Pandas"
1139,Nimbus Labs,Data Analyst,"Boston, Ma",100362-129148,5,2026-03-10,"dbt, Airflow, Pandas"
1140,Bluepeak Software,Bi Developer,"New York, Ny",128534-150409,5,2026-04-28,"Spark, dbt, Airflow"
1141,Nimbus Labs,Data Analyst,"Boston, Ma",104328-130881,9,2026-04-13,"Python, Power BI, dbt"
1142,Acme Analytics,Analytics Engineer,"Seattle, Wa",124929-140559,3,2026-03-31,"Python, SQL, Tableau"
1143,Pioneer Data Systems,Business Analyst,"San Francisco, Ca",98410-120235,4,2026-03-06,"dbt, Airflow, Pandas"
1144,Cobalt Intelligence,Product Analyst,"Boston, Ma",110957-129257,5,2026-04-18,"SQL, Tableau, AWS"
2523,Bluepeak Software,Data Engineer,"New York, Ny",112057-135760,2,2026-03-28,TensorFlow AWS Tableau
1146,Summit Ai Works,Data Engineer,"Austin, Tx",112310-129310,3,2026-03-05,"Power BI, Spark, dbt"
1154,Nimbus Labs,Research Scientist,Remote,132593-148251,10,2026-04-08,"TensorFlow, SQL, dbt"
1155,Pioneer Data Systems,Bi Developer,"San Francisco, Ca",108628-127682,0,2026-04-07,"Tableau, Airflow, Python"
1156,Summit Ai Works,Product Analyst,"Boston, Ma",109207-131337,0,2026-04-04,"AWS, dbt, TensorFlow"
1157,Bluepeak Software,Data Analyst,"Seattle, Wa",113879-141111,6,2026-04-10,"Python, AWS, Spark"
1158,Aurora Metrics,Bi Developer,Remote,92656-125762,4,2026-03-19,"AWS, dbt, SQL"
1159,Cobalt Intelligence,Business Analyst,"Chicago, Il",110811-127241,7,2026-04-12,"Tableau, SQL, Spark"
1161,Acme Analytics,Bi Developer,Remote,111890-143970,2,2026-03-03,"TensorFlow, Airflow, AWS"
1163,Nimbus Labs,Analytics Engineer,"Chicago, Il",129281-153672,7,2026-04-05,"SQL, Tableau, Power BI"
1164,Aurora Metrics,Bi Developer,Remote,110337-142348,7,2026-04-02,"AWS, Spark, Airflow"
1167,Aurora Metrics,Analytics Engineer,"San Francisco, Ca",147806-168543,8,2026-03-03,"Power BI, Tableau, Spark"
1168,Pioneer Data Systems,Analytics Engineer,"New York, Ny",124723-151047,7,2026-04-05,"Tableau, SQL, Pandas"
1170,Pioneer Data Systems,Product Analyst,"Austin, Tx",82134-114712,0,2026-03-09,"dbt, AWS, Pandas"
1171,Bluepeak Software,Product Analyst,"Boston, Ma",129249-141653,10,2026-04-09,Power BI Tableau Airflow
1175,Vertex Insight,Product Analyst,Remote,90973-111347,2,2026-03-23,"Airflow, Tableau, Power BI"
1177,Vertex Insight,Data Engineer,"San Francisco, Ca",120982-148337,3,2026-03-31,"Airflow, Pandas, dbt"
1178,Nimbus Labs,Data Analyst,"Boston, Ma",97787-122318,5,2026-04-03,"Spark, SQL, Tableau"
1179,Summit Ai Works,Product Analyst,"Boston, Ma",103030-134671,7,2026-04-08,"TensorFlow, Pandas, SQL"
1180,Bluepeak Software,Product Analyst,Remote,93334-106918,4,2026-03-05,"dbt, Python, Spark"
1181,Bluepeak Software,Research Scientist,"Austin, Tx",119865-135387,3,2026-03-04,"Pandas, Tableau, SQL"
1182,Acme Analytics,Business Analyst,"New York, Ny",124401-146751,7,2026-04-14,"Airflow, Tableau, dbt"
1183,Aurora Metrics,Research Scientist,"Seattle, Wa",120257-131846,2,2026-03-21,"AWS, Tableau, SQL"
1187,Vertex Insight,Research Scientist,"San Francisco, Ca",184035-212651,8,2026-04-09,"Airflow, AWS, TensorFlow"
1188,Cobalt Intelligence,Analytics Engineer,"San Francisco, Ca",166492-199434,10,2026-03-17,"AWS, Airflow, SQL"
1189,Cobalt Intelligence,Data Analyst,"Boston, Ma",98449-130488,3,2026-04-13,"Power BI, Airflow, Spark"
1191,Summit Ai Works,Research Scientist,"Seattle, Wa",147419-176361,7,2026-04-04,"Power BI, Spark, dbt"
1192,Aurora Metrics,Analytics Engineer,"Boston, Ma",125047-143871,7,2026-03-28,"Power BI, AWS, TensorFlow"
1197,Vertex Insight,Research Scientist,"New York, Ny",144222-178464,3,2026-03-12,"Spark, Airflow, Pandas"
1199,Cobalt Intelligence,Product Analyst,"Seattle, Wa",109448-129180,6,2026-03-20,"SQL, Airflow, Power BI"
1200,Pioneer Data Systems,Bi Developer,"New York, Ny",145848-180735,9,2026-03-08,"Tableau, SQL, Spark"
1201,Acme Analytics,Research Scientist,"New York, Ny",161077-185328,7,2026-02-27,"Python, Airflow, Pandas"
1203,Cobalt Intelligence,Bi Developer,"Chicago, Il",126717-156713,8,2026-03-01,"Airflow, TensorFlow, dbt"
1204,Vertex Insight,Machine Learning Engineer,"New York, Ny",179289-212430,8,2026-04-02,"Tableau, Spark, AWS"
1206,Vertex Insight,Data Analyst,"San Francisco, Ca",132745-163079,8,2026-03-13,"Tableau, SQL, TensorFlow"
1208,Bluepeak Software,Analytics Engineer,"New York, Ny",149266-173182,8,2026-04-18,"Power BI, Airflow, dbt"
1210,Bluepeak Software,Analytics Engineer,"Boston, Ma",132322-160773,8,2026-04-03,"Tableau, dbt, Airflow"
1212,Nimbus Labs,Bi Developer,"Boston, Ma",115099-145056,8,2026-03-22,"Python, AWS, Pandas"
1215,Bluepeak Software,Data Analyst,Remote,83667-110111,0,2026-04-08,"Power BI, Pandas, Tableau"
1217,Bluepeak Software,Data Engineer,"Seattle, Wa",125130-153356,1,2026-04-04,"Airflow, TensorFlow, Pandas"
1218,Summit Ai Works,Product Analyst,"Boston, Ma",101666-130498,3,2026-04-14,"Python, AWS, Pandas"
1219,Pioneer Data Systems,Machine Learning Engineer,"Boston, Ma",155054-180142,9,2026-03-30,"Pandas, Tableau, TensorFlow"
1220,Bluepeak Software,Analytics Engineer,"Seattle, Wa",104178-126895,2,2026-04-02,"Pandas, TensorFlow, Spark"
1221,Summit Ai Works,Bi Developer,"Austin, Tx",114052-134083,10,2026-03-23,"SQL, TensorFlow, Pandas"
1224,Acme Analytics,Data Engineer,"Boston, Ma",147572-159113,9,2026-04-19,"Spark, Power BI, SQL"
1450,Pioneer Data Systems,Product Analyst,"Boston, Ma",81058-101334,0,2026-04-18,"Tableau, dbt, AWS"
1226,Pioneer Data Systems,Product Analyst,"Chicago, Il",102048-125016,6,2026-03-29,"Spark, Power BI, dbt"
1228,Acme Analytics,Business Analyst,Remote,81444-114844,3,2026-04-21,"SQL, Power BI, Spark"
1229,Cobalt Intelligence,Data Analyst,"San Francisco, Ca",123676-154357,0,2026-04-22,"TensorFlow, Spark, Airflow"
1231,Pioneer Data Systems,Product Analyst,Remote,80104-112555,4,2026-03-09,"Power BI, SQL, dbt"
1232,Cobalt Intelligence,Data Engineer,"Chicago, Il",109154-122111,2,2026-04-11,"SQL, Spark, Python"
1233,Bluepeak Software,Product Analyst,"Seattle, Wa",92226-116873,2,2026-03-26,"AWS, Tableau, TensorFlow"
7320,Summit Ai Works,Research Scientist,"San Francisco, Ca",151481-184208,7,2026-04-03,"Tableau, Pandas, TensorFlow"
1236,Acme Analytics,Research Scientist,Remote,137352-147883,10,2026-04-11,"Tableau, Pandas, TensorFlow"
6991,Cobalt Intelligence,Business Analyst,Remote,91980-120763,6,2026-03-07,"dbt, Tableau, Pandas"
1238,Acme Analytics,Product Analyst,Remote,94868-119724,3,2026-03-05,"Pandas, AWS, Tableau"
1241,Cobalt Intelligence,Bi Developer,"New York, Ny",141955-173532,7,2026-03-30,"SQL, Airflow, TensorFlow"
1242,Nimbus Labs,Data Engineer,"New York, Ny",132267-163046,9,2026-04-22,"SQL, Power BI, Tableau"
1243,Aurora Metrics,Analytics Engineer,"Boston, Ma",126615-139571,9,2026-03-19,"dbt, Power BI, SQL"
1245,Acme Analytics,Research Scientist,"Boston, Ma",159521-185825,9,2026-04-23,"SQL, Tableau, Airflow"
1247,Vertex Insight,Machine Learning Engineer,"New York, Ny",168381-179937,8,2026-04-11,"dbt, Tableau, Pandas"
1248,Bluepeak Software,Bi Developer,"Austin, Tx",95039-112342,6,2026-03-27,"Python, SQL, Airflow"
1250,Acme Analytics,Research Scientist,"Austin, Tx",113392-139821,3,2026-03-20,"AWS, Tableau, Python"
1251,Aurora Metrics,Bi Developer,"Austin, Tx",80547-100912,0,2026-03-20,"Airflow, Power BI, SQL"
1252,Vertex Insight,Data Analyst,"Seattle, Wa",133217-153096,7,2026-04-05,"TensorFlow, Tableau, Airflow"
1253,Acme Analytics,Business Analyst,"Austin, Tx",82842-108807,5,2026-04-14,"Python, Tableau, Power BI"
1254,Aurora Metrics,Research Scientist,"New York, Ny",160402-179206,6,2026-04-03,"dbt, Python, TensorFlow"
1255,Acme Analytics,Research Scientist,"New York, Ny",164961-186627,6,2026-04-07,"TensorFlow, AWS, Python"
1256,Nimbus Labs,Business Analyst,"Chicago, Il",109184-142480,10,2026-04-14,"dbt, Pandas, Python"
1257,Nimbus Labs,Business Analyst,"San Francisco, Ca",92359-107664,1,2026-04-05,"Power BI, Tableau, AWS"
1258,Nimbus Labs,Research Scientist,"Austin, Tx",136594-165014,5,2026-03-02,"dbt, TensorFlow, SQL"
1259,Acme Analytics,Data Engineer,"New York, Ny",143785-168837,5,2026-04-02,"AWS, Pandas, dbt"
1260,Pioneer Data Systems,Product Analyst,"San Francisco, Ca",105274-121578,2,2026-04-03,"Pandas, Spark, AWS"
1261,Cobalt Intelligence,Research Scientist,"Seattle, Wa",116509-128183,2,2026-04-22,"Pandas, Tableau, Airflow"
1262,Vertex Insight,Analytics Engineer,"New York, Ny",125773-138780,5,2026-03-07,"AWS, Power BI, Spark"
1264,Aurora Metrics,Machine Learning Engineer,"Seattle, Wa",174493-188077,10,2026-04-17,"Tableau, Airflow, Power BI"
1265,Vertex Insight,Bi Developer,"Austin, Tx",111299-127441,4,2026-02-28,"Tableau, Airflow, SQL"
1266,Acme Analytics,Data Engineer,"Chicago, Il",116069-127805,2,2026-04-09,"Spark, Airflow, Python"
1267,Summit Ai Works,Bi Developer,"Austin, Tx",124234-144289,4,2026-03-16,"Airflow, Spark, TensorFlow"
1268,Vertex Insight,Research Scientist,Remote,127486-158504,0,2026-03-30,"AWS, Power BI, Tableau"
1269,Nimbus Labs,Data Engineer,"Seattle, Wa",140482-161351,8,2026-03-28,"Pandas, AWS, Python"
1270,Cobalt Intelligence,Machine Learning Engineer,"San Francisco, Ca",164811-189590,10,2026-03-07,"Tableau, Power BI, Python"
1272,Pioneer Data Systems,Research Scientist,"Chicago, Il",131538-157961,4,2026-03-05,"Spark, TensorFlow, AWS"
1274,Summit Ai Works,Analytics Engineer,"Seattle, Wa",125039-138468,5,2026-04-25,"Pandas, TensorFlow, Airflow"
1275,Summit Ai Works,Research Scientist,"Boston, Ma",154563-175055,10,2026-04-05,"Pandas, Power BI, SQL"
1276,Aurora Metrics,Research Scientist,Remote,155222-181141,6,2026-03-01,"Python, Airflow, AWS"
1277,Summit Ai Works,Bi Developer,"San Francisco, Ca",150824-161605,9,2026-02-28,"SQL, Pandas, Spark"
1278,Summit Ai Works,Business Analyst,Remote,91591-114488,6,2026-03-18,"Spark, TensorFlow, dbt"
1279,Bluepeak Software,Business Analyst,"San Francisco, Ca",105982-125437,3,2026-03-15,"Tableau, TensorFlow, AWS"
1280,Acme Analytics,Research Scientist,"New York, Ny",158278-171533,3,2026-04-13,"Power BI, Airflow, dbt"
1282,Summit Ai Works,Machine Learning Engineer,"Austin, Tx",138797-172560,7,2026-04-05,"Pandas, Python, Spark"
1283,Vertex Insight,Data Analyst,"San Francisco, Ca",103239-131974,2,2026-03-13,"Spark, Pandas, Python"
1297,Vertex Insight,Machine Learning Engineer,"Boston, Ma",123229-151257,2,2026-03-12,"SQL, Tableau, Airflow"
1285,Pioneer Data Systems,Product Analyst,"Chicago, Il",91422-111070,2,2026-04-24,"Pandas, dbt, SQL"
7785,Nimbus Labs,Product Analyst,"Seattle, Wa",121132-132187,7,2026-04-24,"Airflow, Python, AWS"
1287,Nimbus Labs,Bi Developer,Remote,101009-132583,1,2026-04-15,"dbt, Power BI, Pandas"
1288,Bluepeak Software,Data Analyst,"San Francisco, Ca",124354-153964,8,2026-04-25,"AWS, Spark, Python"
1289,Nimbus Labs,Data Engineer,"San Francisco, Ca",137277-151004,7,2026-03-22,"Tableau, Pandas, Power BI"
1290,Bluepeak Software,Product Analyst,"San Francisco, Ca",98671-128427,3,2026-04-17,"AWS, Pandas, Python"
1291,Pioneer Data Systems,Research Scientist,"New York, Ny",148680-163870,4,2026-04-22,"Power BI, Spark, Python"
1292,Summit Ai Works,Analytics Engineer,"Seattle, Wa",109034-143989,2,2026-03-17,"Airflow, Python, Pandas"
1293,Pioneer Data Systems,Data Engineer,"Seattle, Wa",139631-162052,5,2026-03-26,"Pandas, Spark, Python"
1294,Bluepeak Software,Data Analyst,"Boston, Ma",101445-113382,6,2026-03-06,"Python, Power BI, Pandas"
1296,Bluepeak Software,Analytics Engineer,"Boston, Ma",117889-132174,3,2026-04-15,"Power BI, dbt, AWS"
1298,Summit Ai Works,Business Analyst,"San Francisco, Ca",126293-151681,8,2026-04-17,"Power BI, Airflow, Pandas"
1299,Pioneer Data Systems,Analytics Engineer,"Boston, Ma",127767-162353,7,2026-04-12,"AWS, dbt, Tableau"
1300,Bluepeak Software,Analytics Engineer,"Seattle, Wa",127020-152873,4,2026-04-10,"dbt, SQL, AWS"
1301,Acme Analytics,Research Scientist,"Boston, Ma",120651-130772,2,2026-04-15,"Tableau, Python, AWS"
1304,Bluepeak Software,Data Analyst,"Austin, Tx",121492-154598,10,2026-02-27,"AWS, Airflow, TensorFlow"
1308,Nimbus Labs,Data Engineer,"Seattle, Wa",144765-162328,9,2026-03-03,"TensorFlow, Power BI, Tableau"
1309,Nimbus Labs,Machine Learning Engineer,"San Francisco, Ca",179044-198626,8,2026-03-16,"SQL, Spark, Airflow"
1310,Vertex Insight,Bi Developer,Remote,124632-135874,8,2026-04-26,"Python, Tableau, AWS"
1311,Pioneer Data Systems,Bi Developer,"Seattle, Wa",107524-128150,2,2026-04-11,"Pandas, Airflow, Spark"
1312,Nimbus Labs,Product Analyst,Remote,78471-90751,0,2026-04-17,"Airflow, Python, Pandas"
1313,Pioneer Data Systems,Data Analyst,"New York, Ny",130503-154183,9,2026-03-30,"Tableau, TensorFlow, Spark"
1314,Bluepeak Software,Product Analyst,"Chicago, Il",113505-127488,6,2026-04-21,"Python, Pandas, AWS"
1315,Acme Analytics,Machine Learning Engineer,"Boston, Ma",153497-177508,1,2026-02-27,"Pandas, Power BI, AWS"
1316,Nimbus Labs,Machine Learning Engineer,"San Francisco, Ca",166856-197854,8,2026-03-04,"dbt, Airflow, TensorFlow"
1317,Pioneer Data Systems,Analytics Engineer,"New York, Ny",152665-166990,9,2026-04-14,"Airflow, Spark, Pandas"
1320,Summit Ai Works,Bi Developer,"Austin, Tx",104919-136851,5,2026-04-07,"TensorFlow, Airflow, Spark"
1322,Vertex Insight,Data Engineer,Remote,127436-160984,1,2026-03-31,"TensorFlow, Spark, AWS"
1323,Summit Ai Works,Analytics Engineer,"San Francisco, Ca",135450-169907,3,2026-04-14,"Airflow, Spark, dbt"
1324,Vertex Insight,Machine Learning Engineer,"Chicago, Il",147664-171969,0,2026-03-08,"Python, AWS, Airflow"
1325,Cobalt Intelligence,Data Analyst,Remote,81436-103819,0,2026-03-17,"TensorFlow, dbt, Pandas"
1327,Bluepeak Software,Analytics Engineer,"Austin, Tx",124030-155877,6,2026-04-19,"Spark, Pandas, dbt"
1328,Vertex Insight,Data Engineer,Remote,109392-135303,4,2026-04-21,"Python, Airflow, dbt"
1329,Nimbus Labs,Product Analyst,"Chicago, Il",109741-122430,3,2026-04-26,"AWS, Airflow, dbt"
1330,Aurora Metrics,Business Analyst,"Austin, Tx",96212-119901,5,2026-03-01,"Python, Power BI, Spark"
1331,Vertex Insight,Bi Developer,"San Francisco, Ca",147557-163970,9,2026-03-18,"SQL, Python, Power BI"
1332,Vertex Insight,Data Engineer,"San Francisco, Ca",132526-146235,2,2026-03-24,"dbt, Python, Power BI"
4432,Bluepeak Software,Bi Developer,Remote,79017-100056,0,2026-03-11,"AWS, Pandas, dbt"
1335,Cobalt Intelligence,Bi Developer,"Seattle, Wa",119474-134309,4,2026-03-30,"Spark, Power BI, TensorFlow"
1336,Aurora Metrics,Data Analyst,Remote,100887-120310,7,2026-03-18,SQL Spark TensorFlow
1337,Cobalt Intelligence,Bi Developer,"Seattle, Wa",114581-140107,7,2026-04-21,"TensorFlow, Power BI, AWS"
1338,Pioneer Data Systems,Research Scientist,"Seattle, Wa",147398-167634,8,2026-03-02,"AWS, Python, Spark"
1339,Vertex Insight,Product Analyst,"Austin, Tx",94146-127439,6,2026-03-25,"TensorFlow, Tableau, Spark"
1340,Cobalt Intelligence,Research Scientist,"Seattle, Wa",153623-176203,8,2026-03-31,"Python, Power BI, AWS"
1341,Bluepeak Software,Data Analyst,Remote,120420-139298,7,2026-04-03,"Python, Tableau, TensorFlow"
1344,Nimbus Labs,Machine Learning Engineer,Remote,124368-135595,6,2026-03-21,"Python, Pandas, dbt"
1345,Vertex Insight,Business Analyst,"San Francisco, Ca",130379-140876,8,2026-03-03,Power BI AWS SQL
1346,Vertex Insight,Research Scientist,Remote,116721-143771,2,2026-04-18,"Power BI, SQL, TensorFlow"
1347,Bluepeak Software,Data Analyst,"New York, Ny",113054-129111,2,2026-03-18,TensorFlow Airflow dbt
1348,Nimbus Labs,Bi Developer,"Boston, Ma",100637-122388,7,2026-04-05,"Python, dbt, Tableau"
1350,Pioneer Data Systems,Data Analyst,"San Francisco, Ca",97253-107443,0,2026-04-21,"Power BI, Python, Pandas"
1352,Aurora Metrics,Bi Developer,"Boston, Ma",119233-132935,5,2026-03-05,"SQL, AWS, dbt"
1353,Nimbus Labs,Data Engineer,"New York, Ny",129636-148188,5,2026-03-15,"Power BI, Spark, SQL"
1354,Acme Analytics,Data Engineer,"San Francisco, Ca",145737-170579,4,2026-04-03,Spark SQL TensorFlow
1355,Nimbus Labs,Bi Developer,"Boston, Ma",103202-114628,2,2026-03-24,"AWS, SQL, Pandas"
1356,Cobalt Intelligence,Machine Learning Engineer,"Seattle, Wa",139058-152231,5,2026-04-04,"Power BI, Pandas, SQL"
1357,Nimbus Labs,Analytics Engineer,"Austin, Tx",114962-138071,3,2026-04-05,"dbt, Python, AWS"
1358,Bluepeak Software,Data Analyst,"Boston, Ma",101197-135862,4,2026-04-27,"Python, TensorFlow, Tableau"
1359,Aurora Metrics,Research Scientist,"Seattle, Wa",155913-189602,8,2026-04-22,"Tableau, Pandas, Power BI"
1360,Aurora Metrics,Business Analyst,Remote,90947-103083,5,2026-03-02,"Spark, Pandas, dbt"
1361,Bluepeak Software,Research Scientist,Remote,118348-133096,2,2026-03-24,"Airflow, Spark, SQL"
1362,Pioneer Data Systems,Data Analyst,Remote,103558-125720,7,2026-03-21,"TensorFlow, Airflow, Python"
1363,Cobalt Intelligence,Research Scientist,"San Francisco, Ca",170583-181826,3,2026-03-16,"AWS, Tableau, TensorFlow"
1364,Bluepeak Software,Analytics Engineer,Remote,102835-130069,3,2026-04-26,Pandas Power BI Tableau
1366,Summit Ai Works,Research Scientist,"Chicago, Il",125111-158377,0,2026-04-07,"Pandas, Tableau, Spark"
1367,Nimbus Labs,Business Analyst,"San Francisco, Ca",134516-152114,9,2026-03-01,"TensorFlow, Tableau, dbt"
1368,Cobalt Intelligence,Analytics Engineer,"Chicago, Il",125470-143577,3,2026-04-05,"Python, Pandas, Airflow"
1369,Aurora Metrics,Business Analyst,"New York, Ny",108089-123483,2,2026-03-18,"Pandas, Python, Power BI"
1370,Summit Ai Works,Research Scientist,Remote,143314-160677,10,2026-04-13,"Python, AWS, Pandas"
3468,Bluepeak Software,Bi Developer,"Seattle, Wa",125350-138472,5,2026-03-17,"Power BI, AWS, Airflow"
1372,Acme Analytics,Data Analyst,"New York, Ny",123177-148441,9,2026-03-19,"TensorFlow, Tableau, Python"
1373,Nimbus Labs,Bi Developer,"Austin, Tx",93864-118497,4,2026-02-27,"Pandas, TensorFlow, Python"
1376,Pioneer Data Systems,Product Analyst,"Seattle, Wa",122126-147091,9,2026-04-22,"Pandas, SQL, dbt"
1377,Aurora Metrics,Product Analyst,"Seattle, Wa",121220-131709,7,2026-03-12,"Tableau, AWS, SQL"
1379,Cobalt Intelligence,Data Engineer,"Boston, Ma",112101-144689,1,2026-03-14,"TensorFlow, SQL, Python"
1380,Acme Analytics,Business Analyst,Remote,111960-142266,10,2026-04-27,"Power BI, Airflow, dbt"
1381,Nimbus Labs,Product Analyst,"Austin, Tx",97592-112637,8,2026-03-29,"Airflow, AWS, Pandas"
1382,Aurora Metrics,Data Engineer,"San Francisco, Ca",155284-181822,10,2026-03-12,"Pandas, Power BI, dbt"
1383,Vertex Insight,Analytics Engineer,"Boston, Ma",143880-160753,10,2026-04-19,"AWS, Airflow, Power BI"
1385,Aurora Metrics,Analytics Engineer,"New York, Ny",130079-141372,9,2026-04-05,"Python, Spark, Pandas"
1388,Pioneer Data Systems,Bi Developer,"Boston, Ma",107869-125496,6,2026-03-23,"Pandas, Power BI, Tableau"
1392,Nimbus Labs,Product Analyst,"Seattle, Wa",85626-112183,1,2026-04-01,"Power BI, dbt, Spark"
1394,Acme Analytics,Data Engineer,"Austin, Tx",96510-110064,3,2026-04-11,"Power BI, Tableau, Airflow"
1395,Aurora Metrics,Data Analyst,"Seattle, Wa",107469-120363,7,2026-03-27,"Python, SQL, Pandas"
1396,Pioneer Data Systems,Business Analyst,"Chicago, Il",90641-104488,7,2026-03-12,Airflow Power BI SQL
1399,Acme Analytics,Bi Developer,"Boston, Ma",116863-131883,7,2026-02-27,"TensorFlow, AWS, Python"
1401,Nimbus Labs,Business Analyst,"Seattle, Wa",112878-142741,3,2026-03-06,"Python, Tableau, Airflow"
1402,Vertex Insight,Machine Learning Engineer,"San Francisco, Ca",178652-200338,4,2026-04-13,"Spark, AWS, Tableau"
1403,Pioneer Data Systems,Machine Learning Engineer,"San Francisco, Ca",172025-195276,4,2026-04-11,"TensorFlow, Spark, Airflow"
1404,Pioneer Data Systems,Data Analyst,Remote,87030-98408,0,2026-03-29,"Tableau, dbt, Python"
1405,Vertex Insight,Research Scientist,"Seattle, Wa",160082-172036,10,2026-04-19,"Power BI, Airflow, SQL"
1407,Pioneer Data Systems,Data Engineer,"New York, Ny",122297-137729,0,2026-03-11,"Spark, Airflow, Power BI"
1408,Acme Analytics,Bi Developer,"Austin, Tx",112912-145786,8,2026-03-23,"Tableau, TensorFlow, Power BI"
1409,Bluepeak Software,Analytics Engineer,"San Francisco, Ca",107159-120043,2,2026-03-16,TensorFlow Pandas AWS
1410,Summit Ai Works,Research Scientist,"Boston, Ma",151107-172486,9,2026-04-28,"Tableau, Pandas, Power BI"
1411,Aurora Metrics,Analytics Engineer,"Austin, Tx",109530-125746,4,2026-03-30,"TensorFlow, Tableau, Python"
